genres,original_language,production_countries,release_date,runtime,title,production_companies_name,year,période
Comedy,fr,FR,2014-11-19,78,Gad Elmaleh - Sans tambour,TF1 Production,2014,>2010
"Action, Crime, Drama",en,AU,2014-01-23,110,Convict,,2014,>2010
"Action, Drama, History",en,"US, GB",1984-05-04,132,The Bounty,Dino De Laurentiis Company,1984,1970-1990
Drama,en,"FR, GB",1992-04-15,132,City of Joy,"TriStar Pictures, Allied Filmmakers, Pricel, Lightmotive",1992,1990-2000
"Fantasy, Comedy, Family",en,US,1968-02-08,106,Blackbeard's Ghost,Walt Disney Productions,1968,1950-1970
Drama,en,"GB, US",2020-11-06,90,Jungleland,"Romulus Entertainment, Scott Free Productions",2020,>2010
"Comedy, Drama",en,GB,2006-10-02,109,The History Boys,"DNA Films, BBC Film, UK Film Council",2006,2000-2010
"Drama, Horror, Thriller",en,US,1982-07-07,90,White Dog,Paramount,1982,1970-1990
"Comedy, Romance",hi,IN,2014-09-19,130,Khoobsurat,"Walt Disney Pictures, Anil Kapoor Film Company",2014,>2010
Comedy,en,US,1993-05-07,110,Dave,"Donner/Shuler-Donner Productions, Northern Lights Entertainment, Warner Bros. Pictures",1993,1990-2000
"Drama, History, TV Movie",en,GB,2015-01-20,90,The Eichmann Show,"Feelgood Fiction, Baltic Film Services, Vistaar Religare Film Fund, BBC",2015,>2010
"Drama, History, War",en,"ES, FR, US",2008-12-12,135,Che: Part Two,"Wild Bunch, Telecinco Cinema, Laura Bickford Productions, Morena Films, Ministerio de Cultura, Guerrilla Films, Londra Films P&D, Section Eight",2008,2000-2010
"Comedy, Drama",en,"GB, US",2016-05-06,110,Florence Foster Jenkins,"BBC Film, Qwerty Films, Pathé",2016,>2010
"War, Thriller, Drama",en,"FR, DE, GB",2016-02-15,103,Alone in Berlin,"Pathé, Lipsync Productions, Master Movies, FilmWave, WS Film, Canal+, X Filme Creative Pool, Buffalo Films",2016,>2010
"Adventure, Animation, Action, Science Fiction",en,US,2006-08-08,73,Ultimate Avengers 2: Rise of the Panther,"MLG Productions 2, Marvel Enterprises, Lionsgate, Marvel Animation",2006,2000-2010
"Mystery, Thriller, Horror",it,"FR, IT, ES, GB",1971-02-18,104,A Lizard in a Woman's Skin,"Les Films Corona, International Apollo Films, Atlántida Films, American International Pictures",1971,1970-1990
"Action, Science Fiction",ja,JP,1968-08-01,89,Destroy All Monsters,"TOHO, American International Pictures",1968,1950-1970
Drama,en,US,1975-08-13,93,Hard Times,"Columbia Pictures, Claridge Productions, Major Studio Partners",1975,1970-1990
Comedy,fr,FR,1968-02-09,100,Very Happy Alexander,"Madeleine Films, Gaumont, CAPAC, Les Films de la Colombe, Les Productions de la Guéville",1968,1950-1970
"Drama, Romance, Comedy",en,US,1991-10-11,118,Frankie and Johnny,Paramount,1991,1990-2000
"Comedy, Crime, Drama",en,US,1997-01-29,91,Gridlock'd,PolyGram Filmed Entertainment,1997,1990-2000
"Action, Adventure, Drama, Family",en,US,1991-01-18,107,White Fang,"Walt Disney Pictures, Silver Screen Partners IV, Hybrid Productions Inc.",1991,1990-2000
"Action, Adventure, Drama",en,GB,1985-06-22,114,The Emerald Forest,"Embassy Pictures Corporation, Christel Films",1985,1970-1990
"Comedy, Romance, Drama",en,"CA, FR",1998-10-23,91,Last Night,"Cineplex, Rhombus Media, Téléfilm Canada, La Sept-Arte",1998,1990-2000
"Action, Drama, Thriller",cn,HK,2002-11-15,90,Naked Weapon,Media Asia Films,2002,2000-2010
"Animation, Adventure, Family, Fantasy",en,CA,2017-09-20,63,Barbie: Dolphin Magic,"Mattel, Arc Productions, Rainmaker Studios",2017,>2010
"Action, Comedy, Crime",en,US,2001-08-03,90,Rush Hour 2,"New Line Cinema, Roger Birnbaum Productions",2001,2000-2010
Horror,cn,HK,2004-08-19,91,Dumplings,Applause Pictures,2004,2000-2010
"Adventure, Fantasy",ru,RU,2021-02-18,100,Upon the Magic Roads,"CTB Film Company, CGF Company, Russia-1, Cinema Fund",2021,>2010
"War, Comedy, Adventure",fr,"FR, IT",1959-12-16,118,The Cow and I,"Les Films du Cyclope, Da-Ma Cinematografica",1959,1950-1970
"Thriller, Crime, Mystery",en,"US, FR",1988-02-16,120,Frantic,Warner Bros. Pictures,1988,1970-1990
"Music, Drama",en,US,2012-11-02,105,A Late Quartet,"Opening Night Productions, RKO Pictures LLC",2012,>2010
"Science Fiction, Adventure, Animation, Action, Fantasy",en,US,2019-10-01,166,The Death and Return of Superman,"Warner Bros. Animation, DC Entertainment",2019,>2010
"Thriller, Mystery",en,"IT, US",2009-05-13,138,Angels & Demons,"Columbia Pictures, Imagine Entertainment, Skylark Productions, Panorama Films",2009,2000-2010
"Thriller, Action, Animation, Science Fiction",en,US,2018-01-12,78,Batman: Gotham by Gaslight,"Warner Bros. Animation, DC Entertainment",2018,>2010
"Horror, Mystery",en,US,2021-03-31,99,The Unholy,"Ghost House Pictures, Screen Gems",2021,>2010
"Action, Adventure, Comedy",ko,KR,2022-01-26,126,The Pirates: The Last Royal Treasure,"Oscar 10 Studio, ANEW, Lotte Entertainment",2022,>2010
"Action, Thriller, Drama",en,US,2021-08-18,110,Sweet Girl,"Pride of Gypsies, ASAP Entertainment, On the Roam",2021,>2010
"Action, Adventure, Drama, History",en,US,1975-05-22,119,The Wind and the Lion,Metro-Goldwyn-Mayer,1975,1970-1990
"Music, Drama",en,"GB, US",2017-08-18,108,Patti Cake$,"Stay Gold Features, RT Features, Department of Motion Pictures, Maiden Voyage Pictures, Fox Searchlight Pictures",2017,>2010
"Action, Thriller, Adventure",hi,IN,2019-10-02,156,War,Yash Raj Films,2019,>2010
"Drama, War",en,US,1983-10-21,128,Under Fire,Orion Pictures,1983,1970-1990
"War, Drama, Action",ar,US,2019-09-04,102,Mosul,AGBO,2019,>2010
"Comedy, Action",en,US,2018-05-30,100,Tag,"New Line Cinema, Broken Road Productions",2018,>2010
"Comedy, Drama",en,GB,2005-09-08,103,Mrs. Henderson Presents,,2005,2000-2010
"Drama, Romance, Comedy",en,US,2005-02-25,116,Diary of a Mad Black Woman,"Lions Gate Films, Diary of a Woman Inc.",2005,2000-2010
"Thriller, Mystery, Drama",en,"AU, US",2015-07-31,108,The Gift,"Blumhouse Productions, Blue-Tongue Films, Ahimsa Films, STX Entertainment, Sierra/Affinity, Huayi Brothers Pictures",2015,>2010
"Romance, Drama",pt,BR,2009-11-12,105,From Beginning to End,Lama Filmes,2009,2000-2010
"Adventure, Action, Comedy, Thriller, Crime",en,US,1992-05-15,118,Lethal Weapon 3,"Silver Pictures, Warner Bros. Pictures, St. Petersburg Clearwater Film Commision",1992,1990-2000
"Drama, Action, Thriller, Crime, War",en,"NL, BE",2011-02-11,109,The Devil's Double,"Corrino Media Corporation, Corsan, Staccato Films",2011,>2010
"Adventure, Comedy, Family, Fantasy, Romance",en,US,1956-10-17,182,Around the World in Eighty Days,Michael Todd Company,1956,1950-1970
Drama,en,"CA, GB",2002-11-01,97,Morvern Callar,"Company Pictures, H2O Motion Pictures, Alliance Atlantis, BBC Film, Film Council, Scottish Screen, The Glasgow Film Fund, BBC Scotland, National Lottery",2002,2000-2010
"Adventure, Action, Comedy",en,US,2004-10-10,98,Team America: World Police,"Paramount, Scott Rudin Productions, Parker-Stone Productions",2004,2000-2010
"Drama, Romance",en,"GB, US",1958-01-15,94,Bonjour Tristesse,"Wheel Productions, Columbia Pictures",1958,1950-1970
"Comedy, Music",en,US,1992-02-14,95,Wayne's World,Paramount,1992,1990-2000
"Horror, Science Fiction",en,US,1988-08-05,95,The Blob,"TriStar Pictures, Palisades California Inc.",1988,1970-1990
"Horror, Thriller, Drama",es,"FR, ES",2022-10-07,99,Piggy,"Morena Films, Backup Media, Cerdita AIE",2022,>2010
"Action, Fantasy, Horror",ja,JP,2015-05-11,85,Tag,"Takao, Asmik Ace, NBCUniversal Entertainment Japan, Sedic Deux, Shochiku-Fuji Company, Universal Pictures",2015,>2010
"Drama, Romance, Comedy",en,US,1999-02-12,112,Blast from the Past,"Midnight Sun Pictures, New Line Cinema, Forge",1999,1990-2000
"Drama, Science Fiction",en,US,2011-07-22,92,Another Earth,"Artists Public Domain, Fox Searchlight Pictures",2011,>2010
"Action, Crime, Thriller, Mystery",en,"CA, FR, DE, US",2001-07-13,124,The Score,"Horseshoe Bay Productions, Paramount, Mandalay Pictures, Lions Gate Films, StudioCanal, CP Medien AG, MP Film Management",2001,2000-2010
"Science Fiction, Horror, Mystery",en,GB,1967-11-09,97,Quatermass and the Pit,Hammer Film Productions,1967,1950-1970
"Music, Drama, Romance",en,US,2008-02-14,98,Step Up 2: The Streets,"Touchstone Pictures, Summit Entertainment, Offspring Entertainment",2008,2000-2010
"Family, Fantasy",de,DE,2012-12-24,97,Vampire Sisters,Claussen+Wöbke Filmproduktion,2012,>2010
"Thriller, Crime, Action",es,ES,2016-10-28,127,May God Save Us,"Atresmedia, Tornasol Films, Hernández y Fernández PC, TeleMadrid, Movistar+",2016,>2010
"Family, Animation, Comedy, Fantasy",en,US,1941-06-19,74,The Reluctant Dragon,Walt Disney Productions,1941,<1950
Comedy,en,US,1978-05-16,86,Up in Smoke,Paramount,1978,1970-1990
"Action, Drama, War",fr,FR,2011-11-02,109,Special Forces,"Sofica Manon, Easy Company, StudioCanal, TPS Star, A Plus Image 2, Canal+",2011,>2010
"Drama, Crime",en,US,2008-03-27,123,21,"Columbia Pictures, Relativity Media",2008,2000-2010
"Horror, Mystery, Science Fiction, Thriller",en,US,1975-02-12,117,The Stepford Wives,"Fadsin Cinema Associates, Palomar Pictures International",1975,1970-1990
"Drama, Romance",fr,"BE, FR, IT",1993-09-29,160,Germinal,"Renn Productions, France 2 Cinéma, DD Productions",1993,1990-2000
"Science Fiction, Thriller, Drama",en,US,2015-01-28,106,Project Almanac,"Insurge Pictures, Paramount, MTV Films, Platinum Dunes",2015,>2010
"Western, Crime, Action, Adventure",en,US,1988-02-17,107,Young Guns,Morgan Creek Entertainment,1988,1970-1990
"Animation, Adventure, Fantasy, Action, Family",ja,JP,2019-07-12,98,Pokemon the Movie: Mewtwo Strikes Back - Evolution,"OLM, The Pokémon Company, Shogakukan, TV Tokyo, East Japan Marketing & Communications, TOHO, Shogakukan-Shueisha Productions, Pikachu Project, TakaraTomy, Sprite Animation Studios",2019,>2010
"Drama, Romance, Adventure, Action",en,"CZ, DE, GB",2006-04-07,125,Tristan & Isolde,"QI Quality International GmbH Co. KG, Epsilon Motion Pictures, Franchise Pictures, Scott Free Productions, World 2000 Entertainment, Stillking Films, ApolloProMedia GmbH & Co. 1. Filmproduktion KG (I), MFF (Tristan & Isolde) Limited, 20th Century Fox",2006,2000-2010
"Adventure, Action, Thriller, Science Fiction",en,AU,1979-04-12,91,Mad Max,"Kennedy Miller Productions, Crossroads, Mad Max Films, American International Pictures",1979,1970-1990
"Drama, Romance, Fantasy",th,"TH, FR, DE, IT",2004-06-24,114,Tropical Malady,"Backup Media, Anna Sanders Films, Downtown Pictures",2004,2000-2010
"Science Fiction, Animation",ja,JP,2015-06-20,100,Ghost in the Shell: The New Movie,"Production I.G, Studio Lagurus",2015,>2010
"Action, Comedy",en,US,2019-07-11,93,Stuber,GoldDay,2019,>2010
"Drama, Crime, Thriller",en,US,2007-10-12,118,We Own the Night,"Industry Entertainment, Columbia Pictures, 2929 Productions",2007,2000-2010
"Animation, Adventure, Family, Comedy, Music",en,CA,2019-08-08,88,Trouble,"3QU Media, Cinesite Animation, Storyoscopic Films, Vanguard Animation, WV Enterprises",2019,>2010
"Thriller, Action, Crime",hi,IN,2016-01-07,103,Wazir,"Getaway Films Private Limited, Vinod Chopra Films, Rajkumar Hirani Films, Vidhu Vinod Chopra Productions",2016,>2010
"Fantasy, Comedy, Romance",en,US,1989-03-10,108,Chances Are,TriStar Pictures,1989,1970-1990
"Drama, Romance",en,US,2000-09-06,122,Pollock,"Zeke Productions, Fred Berner Films",2000,2000-2010
"Comedy, Romance",en,"GB, US, DE",2004-09-03,106,Stage Beauty,Lions Gate Films,2004,2000-2010
"Drama, Romance, Comedy",fr,FR,2000-03-15,90,Water Drops on Burning Rocks,"Studio Images 6, Fidélité Productions, Les Films Alain Sarde, Eurospace",2000,2000-2010
"Family, TV Movie, Animation",en,US,2015-11-22,44,The Lion Guard: Return of the Roar,"Disney Television Animation, Mercury Filmworks",2015,>2010
"Adventure, Comedy",fr,"FR, IT",1972-05-04,120,Money Money Money,"Les Films 13, Les Films Ariane, Les Productions Artistes Associés, PEA",1972,1970-1990
"Drama, Romance",en,US,1993-11-12,114,My Life,"Zucker Brothers Productions, Capella Films, Columbia Pictures",1993,1990-2000
"Family, Adventure, Animation, Fantasy, Science Fiction",ja,JP,2016-07-16,97,Pokémon the Movie: Volcanion and the Mechanical Marvel,"OLM, The Pokémon Company, Pikachu Project, TV Tokyo, Shogakukan, Shogakukan-Shueisha Productions, East Japan Marketing & Communications, TakaraTomy",2016,>2010
"Comedy, Drama, History",en,GB,2010-10-01,113,Made in Dagenham,"Audley Films LLP, BBC Film, BMS Finance, HanWay Films, Lipsync Productions, Number 9 Films, UK Film Council",2010,>2010
"Action, Thriller",en,"HK, US",2016-11-11,97,Lady Bloodfight,"B&E Productions, Voltage Pictures",2016,>2010
"Drama, Comedy",es,"IT, ES",2017-12-01,101,Perfect Strangers,"Nadie es Perfecto, Mediaset España, Pokeepsie Films, Movistar+, Medusa Film, Telecinco Cinema",2017,>2010
Horror,en,US,1980-02-08,89,The Fog,"AVCO Embassy Pictures, EDI, Debra Hill Productions",1980,1970-1990
"Horror, Crime, Thriller",en,US,2015-09-25,95,Green Room,"filmscience, Broad Green Pictures",2015,>2010
"Animation, Comedy, Family, Fantasy, Science Fiction",en,US,1988-09-24,72,Daffy Duck's Quackbusters,Warner Bros. Pictures,1988,1970-1990
Drama,en,US,2008-03-26,97,Frozen River,"Harwood Hunt Productions, Cohen Media Group",2008,2000-2010
"Horror, Mystery, Thriller",en,"CZ, US, GB",2001-02-08,122,From Hell,"Underworld Entertainment, 20th Century Fox",2001,2000-2010
"Romance, Drama",en,US,2009-08-06,123,Julie & Julia,"Columbia Pictures, Easy There Tiger Productions, Scott Rudin Productions",2009,2000-2010
"Crime, Mystery, Thriller",en,US,1966-02-22,121,Harper,Gershwin-Kastner,1966,1950-1970
Comedy,en,US,1971-04-28,82,Bananas,"Jack Rollins & Charles H. Joffe Productions, United Artists",1971,1970-1990
"Drama, Music",en,US,2020-11-25,94,Ma Rainey's Black Bottom,"Escape Artists, Mundy Lane Entertainment",2020,>2010
"Action, Adventure, Fantasy",en,US,2012-06-23,136,The Amazing Spider-Man,"Marvel Entertainment, Laura Ziskin Productions, Columbia Pictures, Matt Tolmach Productions, Avi Arad Productions",2012,>2010
"Crime, Drama, Mystery",en,US,1947-01-16,100,Dead Reckoning,Columbia Pictures,1947,<1950
Drama,fr,FR,2016-11-16,112,Polina,"Union Générale Cinématographique (UGC), Everybody on Deck, TF1 Droits Audiovisuels",2016,>2010
"Horror, Fantasy, Mystery, Thriller",en,US,2019-10-15,91,Mermaid Down,"Grellman Film, Heartpine Pictures, Mermaid Down",2019,>2010
"Crime, Drama, Thriller",it,IT,2019-12-05,115,The Immortal,"Cattleya, Vision Distribution, Beta Film",2019,>2010
"Science Fiction, Drama, TV Movie",en,US,1983-11-28,127,The Day After,ABC Circle Films,1983,1970-1990
"Science Fiction, Thriller",en,AU,2019-06-07,114,I Am Mother,"Mother Film Holdings, Rhea Films, Southern Light Films, The Penguin Empire, ADL Film Fest Fund, Fin Design & Effects",2019,>2010
"Drama, Romance",es,"ES, FR",2001-08-24,128,Sex and Lucía,"Alicia Produce S L, StudioCanal, Canal+ España, Sogecine, Sogepaq, TVE",2001,2000-2010
"Action, Drama, History, Thriller, War",en,"US, BG, GB, IL, MA",2018-05-15,114,The Angel,"Adama Pictures, Sumatra Films, Shamai, T.T.V Productions",2018,>2010
"Animation, Comedy",en,US,2019-01-18,9,Purl,Pixar,2019,>2010
"Drama, History",en,"IN, GB",2017-03-03,106,Viceroy's House,"Reliance Entertainment, Pathé Productions, BBC Film, Ingenious, BFI, Bend It Films, Deepak Nayar Productions, Anguille Productions, Filmgate, India Take One Productions",2017,>2010
"Adventure, Action, Drama, History, TV Movie",en,"IT, GB",1975-10-31,119,The Count of Monte-Cristo,"Norman Rosemont Productions, ITC Entertainment",1975,1970-1990
"Comedy, Romance",en,"GB, LU, FR, DE, CH",2011-06-06,100,Hysteria,"Forthcoming Productions, Beachfront Films, Chimera Films LLC, Informant Media, ARTE France Cinéma",2011,>2010
"Drama, Thriller",en,US,1948-09-24,89,"Sorry, Wrong Number",Hal Wallis Productions,1948,<1950
Comedy,it,IT,2017-04-13,105,Husband & Wife,"Groenlandia, Carnet, Errelle Invest",2017,>2010
"Drama, Action",en,US,1978-04-26,145,F.I.S.T.,"United Artists, Chateau Productions",1978,1970-1990
"Animation, Adventure, Fantasy, Comedy, Family",fr,FR,2021-08-11,89,Pil's Adventures,"TAT Productions, SND, France 3 Cinéma",2021,>2010
Drama,de,DE,1979-05-25,82,Woyzeck,"Werner Herzog Filmproduktion, ZDF",1979,1970-1990
"Drama, Romance",en,US,2017-09-15,106,Rebel in the Rye,Black Label Media,2017,>2010
"Action, Adventure, Animation, Science Fiction, Drama",en,US,2011-04-09,84,Green Lantern: Emerald Knights,"DC Comics, Warner Bros. Animation, Warner Premiere, DC Entertainment",2011,>2010
"Animation, Family",en,US,2003-03-16,75,Piglet's Big Movie,"Disney Television Animation, Walt Disney Pictures",2003,2000-2010
"Drama, History",de,"AT, FR, DE, LU",2022-07-07,114,Corsage,"Film AG, Kazak Productions, Komplizen Film, Samsa Film, ZDF/Arte",2022,>2010
"Thriller, Drama, Mystery",en,US,2007-04-12,105,Disturbia,"Paramount, Cold Spring Pictures, DreamWorks Pictures, The Montecito Picture Company",2007,2000-2010
"War, Drama, History, Action",ko,KR,2017-10-03,140,The Fortress,Siren Pictures,2017,>2010
"Animation, Drama, Family, TV Movie",en,US,1968-12-19,25,The Little Drummer Boy,Rankin/Bass Productions,1968,1950-1970
"Thriller, Action",fr,"FR, GP, RU, RS, US",2019-06-19,119,Anna,"EuropaCorp, TF1 Films Production, Summit Entertainment, Work in Progress, Fetish Film, Skyprod, Ondamax Films",2019,>2010
Drama,en,"CA, US",2017-05-18,108,A Family Man,"Ascot Elite Home Entertainment, Zero Gravity Management, G-BASE",2017,>2010
Comedy,it,IT,2014-01-23,120,Tutta colpa di Freud,"Medusa Film, Lotus Production",2014,>2010
"History, War, Action",en,US,1969-06-25,117,The Bridge at Remagen,Wolper Pictures,1969,1950-1970
"Drama, Comedy, Crime",en,US,2014-03-06,90,Faults,Snoot Entertainment,2014,>2010
"Comedy, Drama, History, Mystery",fr,FR,2023-03-08,102,The Crime Is Mine,"Mandarin Production, FOZ, Gaumont, France 2 Cinéma, Playtime, SCOPE Pictures",2023,>2010
"Science Fiction, Thriller, Drama",en,US,2019-12-06,80,The Mandela Effect,Periscope Entertainment,2019,>2010
"Comedy, Romance",es,ES,2020-02-14,110,The Wedding Unplanner,"Atresmedia, El Álamo Producciones Cinematográficas S.L., Bazelevs Production, Itala Film, Lemon Films",2020,>2010
"Science Fiction, Animation, Action, Crime, Thriller",en,"JP, US",2008-07-08,75,Batman: Gotham Knight,"DC Comics, BeeTrain, Warner Bros. Animation, Madhouse, Production I.G, STUDIO4℃",2008,2000-2010
"Comedy, Drama",en,US,2007-05-01,97,Charlie Bartlett,Metro-Goldwyn-Mayer,2007,2000-2010
"Action, Adventure, Science Fiction, Thriller",en,US,2015-06-12,124,Jurassic World,"Amblin Entertainment, Universal Pictures",2015,>2010
"Horror, Drama, Thriller, Mystery",de,AT,2014-10-07,100,Goodnight Mommy,"Koch Media, Ulrich Seidl Filmproduktion, Radius Productions, Filmfonds Wien, Filmstandort Austria (FISA), OFI, ORF",2014,>2010
"Thriller, Drama, Science Fiction",en,US,2019-01-16,129,Glass,"Universal Pictures, Blumhouse Productions, Blinding Edge Pictures, Buena Vista International, Perfect World Pictures",2019,>2010
"Crime, Comedy",en,US,2017-04-06,96,Going in Style,"Village Roadshow Pictures, New Line Cinema, De Line Pictures, RatPac Entertainment, Warner Bros. Pictures",2017,>2010
"Drama, History",en,US,1937-10-02,116,The Life of Emile Zola,Warner Bros. Pictures,1937,<1950
"Drama, History",en,US,1996-08-09,108,Basquiat,"Eleventh Street Production, Jon Kilik, Miramax",1996,1990-2000
